# KStars Artificial Horizon export (Alt Az)
# Site: Usingen home observatory (Hesse, Germany)
# Replace with your own site's horizon profile exported from KStars
# (Observation → Artificial Horizon → Export).
# Format: azimuth(°, N=0 clockwise)  min_altitude(°)
#
Horizon Bereich 1
0 5
45 15
90 5
135 20
150 30
180 30
190 5
230 5
270 30
290 30
355 30
360 5
